,title,year,vote_count,vote_average,popularity,genres,weighted_rating,tagline,overview,id,poster_path,description,cast,crew,keywords,mixed_credits
865,Kung Fu Panda,2008,3231,6,16.897541,"['Adventure', 'Animation', 'Family', 'Comedy']",5.910582572928902,Prepare for awesomeness.,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",9502,/2Paj1nufT0jeSY0G4u3RC31HIGT.jpg,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.Prepare for awesomeness.","['jackblack', 'dustinhoffman', 'angelinajolie']",['markosborne'],"['china', 'martialart', 'kungfu', 'mentor', 'snake', 'restaur', 'shop', 'strongwoman', 'braveri', 'tiger', 'turtl', 'panda', 'sensei', 'anthropomorph', 'fight', 'ancientchina', 'monkey', 'master', 'destini', 'evil', 'aftercreditssting', 'monkeywarrior', 'noodl']",Adventure Animation Family Comedy jackblack dustinhoffman angelinajolie markosborne markosborne markosborne china martialart kungfu mentor snake restaur shop strongwoman braveri tiger turtl panda sensei anthropomorph fight ancientchina monkey master destini evil aftercreditssting monkeywarrior noodl
866,Miss Peregrine's Home for Peculiar Children,2016,3213,6,36.262655,"['Drama', 'Fantasy', 'Adventure']",5.910141247541658,Stay peculiar,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,283366,/AvekzUdI8HZnImdQulmTTmAZXrC.jpg,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.Stay peculiar,"['evagreen', 'asabutterfield', 'samuell.jackson']",['timburton'],"['timetravel', 'orphan', 'superpow']",Drama Fantasy Adventure evagreen asabutterfield samuell.jackson timburton timburton timburton timetravel orphan superpow
867,Transformers: Revenge of the Fallen,2009,3192,6,4.351756,"['Science Fiction', 'Action', 'Adventure']",5.909620830056378,Revenge is coming.,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",8373,/kVISXAXDYhjQCfu50QZeCCzzbPv.jpg,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.Revenge is coming.","['shialabeouf', 'meganfox', 'joshduhamel']",['michaelbay'],"['egypt', 'sun', 'chao', 'symbol', 'artifact', 'transform', 'tank', 'robot', 'imax', 'duringcreditssting']",Science Fiction Action Adventure shialabeouf meganfox joshduhamel michaelbay michaelbay michaelbay egypt sun chao symbol artifact transform tank robot imax duringcreditssting
868,Men in Black II,2002,3188,6,16.775716,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",5.909521018714639,Same Planet. New Scum.,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",608,/qWjRfBwr4VculczswwojXgoU0mq.jpg,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.Same Planet. New Scum.","['tommyleejones', 'willsmith', 'riptorn']",['barrysonnenfeld'],"['savingtheworld', 'secretident', 'sunglass', 'undercov', 'spacemarin', 'illegalimmigr', 'deport', 'newident', 'flyingsauc', 'light', 'firearm', 'alien', 'fictionalgovernmentag']",Action Adventure Comedy Science Fiction tommyleejones willsmith riptorn barrysonnenfeld barrysonnenfeld barrysonnenfeld savingtheworld secretident sunglass undercov spacemarin illegalimmigr deport newident flyingsauc light firearm alien fictionalgovernmentag
869,Kong: Skull Island,2017,3161,6,29.429112,"['Action', 'Adventure', 'Fantasy']",5.908841482554777,All hail the king,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",293167,/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.All hail the king","['tomhiddleston', 'samuell.jackson', 'brielarson']",['jordanvogt-roberts'],"['vietnamveteran', '1970s', 'monster', 'expedit', 'island', 'kingkong', 'u.s.soldi', 'kaiju', 'aftercreditssting', 'monsterisland', 'unchart']",Action Adventure Fantasy tomhiddleston samuell.jackson brielarson jordanvogt-roberts jordanvogt-roberts jordanvogt-roberts vietnamveteran 1970s monster expedit island kingkong u.s.soldi kaiju aftercreditssting monsterisland unchart
870,The Matrix Revolutions,2003,3155,6,15.368205,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",5.908689086036341,Everything that has a beginning has an end.,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,605,/sKogjhfs5q3azmpW7DFKKAeLEG8.jpg,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.Everything that has a beginning has an end.,"['keanureeves', 'laurencefishburne', 'carrie-annemoss']",['lillywachowski'],"['savingtheworld', 'artificialintellig', 'manvsmachin', 'fli', 'philosophi', 'fortunetel', 'kungfu', 'undergroundworld', 'killerrobot', 'templ', 'subway', 'dream', 'sun', 'hero', 'fight', 'sunlight', 'computervirus', 'key', 'futur', 'precognit', 'supercomput', 'machinetown', 'yingyang', 'dyinganddeath', 'virtualr', 'dystopia', 'comput', 'faith', 'worldreligion', 'truth', 'rescu', 'mission', 'cyberpunk', 'womandirector', 'yinyang', 'gnostic']",Adventure Action Thriller Science Fiction keanureeves laurencefishburne carrie-annemoss lillywachowski lillywachowski lillywachowski savingtheworld artificialintellig manvsmachin fli philosophi fortunetel kungfu undergroundworld killerrobot templ subway dream sun hero fight sunlight computervirus key futur precognit supercomput machinetown yingyang dyinganddeath virtualr dystopia comput faith worldreligion truth rescu mission cyberpunk womandirector yinyang gnostic
871,Maze Runner: The Scorch Trials,2015,3148,6,41.225769,['Action'],5.9085106448309395,The Maze Was Just the Beginning.,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",294254,/vlTPQANjLYTebzFJM1G4KeON0cb.jpg,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.The Maze Was Just the Beginning.","[""dylano'brien"", 'kayascodelario', 'thomasbrodie-sangster']",['wesball'],"['basedonnovel', 'resist', 'maze', 'post-apocalypt', 'dystopia', 'infect', 'ontherun', 'escap', 'zombi', 'storm', 'diseas', 'desert', 'sewer', 'antidot', 'corpor', 'virus', 'runner', 'cityruin', 'immun']",Action dylano'brien kayascodelario thomasbrodie-sangster wesball wesball wesball basedonnovel resist maze post-apocalypt dystopia infect ontherun escap zombi storm diseas desert sewer antidot corpor virus runner cityruin immun
872,Chappie,2015,3124,6,30.206365,"['Crime', 'Action', 'Science Fiction']",5.907893515959648,I am consciousness. I am alive. I am Chappie.,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",198184,/saF3HtAduvrP9ytXDxSnQJP3oqx.jpg,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.I am consciousness. I am alive. I am Chappie.","['sharltocopley', 'devpatel', 'ninja']",['neillblomkamp'],"['artificialintellig', 'android', 'robot', 'nearfutur', 'robotcop']",Crime Action Science Fiction sharltocopley devpatel ninja neillblomkamp neillblomkamp neillblomkamp artificialintellig android robot nearfutur robotcop
873,Bruce Almighty,2003,3121,6,15.947524,"['Fantasy', 'Comedy']",5.907815788968897,In Bruce we trust,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",310,/y5TEe8Qbgn91dwqVm9FqE2PEL4Q.jpg,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.In Bruce we trust","['jimcarrey', 'jenniferaniston', 'philipbakerhall']",['tomshadyac'],"['christian', 'moon', 'respons', 'mose', 'streetgang', 'lovesick', 'journal', 'newlov', 'faith', 'prayer', 'god', 'carcrash']",Fantasy Comedy jimcarrey jenniferaniston philipbakerhall tomshadyac tomshadyac tomshadyac christian moon respons mose streetgang lovesick journal newlov faith prayer god carcrash
874,The Incredible Hulk,2008,3086,6,19.125537,"['Science Fiction', 'Action', 'Adventure']",5.906899184597847,You'll like him when he's angry.,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",1724,/qTghl3lO8PhmIxkf8eN5WQQefHI.jpg,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.You'll like him when he's angry.","['edwardnorton', 'livtyler', 'timroth']",['louisleterrier'],"['newyork', 'riodejaneiro', 'marvelcom', 'superhero', 'basedoncom', 'ontherun', 'fugit', 'supersoldi', 'tonystark', 'virginia', 'militari', 'hulk', 'marvelcinematicunivers', 'angri', 'brucebann']",Science Fiction Action Adventure edwardnorton livtyler timroth louisleterrier louisleterrier louisleterrier newyork riodejaneiro marvelcom superhero basedoncom ontherun fugit supersoldi tonystark virginia militari hulk marvelcinematicunivers angri brucebann
875,Shrek 2,2004,3082,6,16.22986,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",5.906793267856777,Once upon another time...,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",809,/akWDA0BMVYK4OTM92T5i91DYnsT.jpg,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.Once upon another time...","['mikemyers', 'eddiemurphy', 'camerondiaz']",['andrewadamson'],"['prison', 'magic', 'liber', 'honeymoon', 'parents-in-law', 'kingdom', 'enchant', 'dancingscen', 'transform', 'fairy-talefigur']",Adventure Animation Comedy Family Fantasy mikemyers eddiemurphy camerondiaz andrewadamson andrewadamson andrewadamson prison magic liber honeymoon parents-in-law kingdom enchant dancingscen transform fairy-talefigur
876,We're the Millers,2013,3053,6,18.474368,"['Comedy', 'Crime']",5.906018104325904,-If anyone asks.,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,138832,/digXuLXmk88Ar23LYUQTLcz5npA.jpg,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.-If anyone asks.,"['jasonsudeikis', 'jenniferaniston', 'willpoulter']",['rawsonmarshallthurber'],"['mexico', 'polic', 'gang', 'drugsmuggl', 'drug', 'famili']",Comedy Crime jasonsudeikis jenniferaniston willpoulter rawsonmarshallthurber rawsonmarshallthurber rawsonmarshallthurber mexico polic gang drugsmuggl drug famili
877,Hancock,2008,3050,6,11.017324,"['Fantasy', 'Action']",5.905937178468549,Bad Behavior. Bad Attitude. Real Hero.,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",8960,/dsCxSr4w3g2ylhlZg3v5CB5Pid7.jpg,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?Bad Behavior. Bad Attitude. Real Hero.","['willsmith', 'charlizetheron', 'jasonbateman']",['peterberg'],"['fli', 'alcohol', ""loveofone'slif"", 'forbiddenlov', 'lover', 'affect', 'advertisingexpert', 'alcohol', 'invulner', 'superhero', 'poki', 'duringcreditssting']",Fantasy Action willsmith charlizetheron jasonbateman peterberg peterberg peterberg fli alcohol loveofone'slif forbiddenlov lover affect advertisingexpert alcohol invulner superhero poki duringcreditssting
878,Mr. & Mrs. Smith,2005,3048,6,15.724373,"['Action', 'Comedy', 'Drama', 'Thriller']",5.905883150426314,Smart and sexy.,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",787,/dqs5BmwSULtB28Kls3IB6khTQwp.jpg,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.Smart and sexy.","['angelinajolie', 'bradpitt', 'vincevaughn']",['dougliman'],"['bomb', 'assassin', 'secretident', 'secret', 'assaultrifl', 'gun', 'marriedcoupl', 'hitman', 'decoy', 'marriagecrisi', 'marriag', 'job', 'dysfunctionalmarriag', 'gunfight', 'bulletwound']",Action Comedy Drama Thriller angelinajolie bradpitt vincevaughn dougliman dougliman dougliman bomb assassin secretident secret assaultrifl gun marriedcoupl hitman decoy marriagecrisi marriag job dysfunctionalmarriag gunfight bulletwound
879,Jack Reacher,2012,3046,6,12.789812,"['Crime', 'Drama', 'Thriller']",5.905829060282882,The Law Has Limits. He Does Not.,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.",75780,/38bmEXmuJuInLs9dwfgOGCHmZ7l.jpg,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.The Law Has Limits. He Does Not.","['tomcruise', 'rosamundpike', 'richardjenkins']",['christophermcquarrie'],"['basedonnovel', 'sniper', 'investig', 'polic', 'quarri']",Crime Drama Thriller tomcruise rosamundpike richardjenkins christophermcquarrie christophermcquarrie christophermcquarrie basedonnovel sniper investig polic quarri
880,Ice Age: The Meltdown,2006,3034,6,16.646029,"['Animation', 'Family', 'Comedy', 'Adventure']",5.9055032092804,The Ice age is melting away.,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",950,/isRuztu5Ch7FJdtSBLcG8QSOpEI.jpg,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.The Ice age is melting away.","['rayromano', 'johnleguizamo', 'denisleary']",['carlossaldanha'],"['mammoth', 'sloth', 'iceag', 'barrieric', 'icemelt', 'iceberg', 'flood', 'adventur', 'lover', 'delug', 'saber-toothedtig']",Animation Family Comedy Adventure rayromano johnleguizamo denisleary carlossaldanha carlossaldanha carlossaldanha mammoth sloth iceag barrieric icemelt iceberg flood adventur lover delug saber-toothedtig
881,Cloud Atlas,2012,3031,6,13.494246,"['Drama', 'Science Fiction']",5.9054213938771785,Everything is Connected,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",83542,/8VNiyIp67ZxhpNgdrwACW0jgvP2.jpg,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.Everything is Connected","['tomhanks', 'halleberry', 'jimbroadbent']",['tomtykwer'],"['clone', 'futur', 'dystopia', 'ensemblecast', 'duringcreditssting', 'centuri', 'womandirector', '1930s']",Drama Science Fiction tomhanks halleberry jimbroadbent tomtykwer tomtykwer tomtykwer clone futur dystopia ensemblecast duringcreditssting centuri womandirector 1930s
882,San Andreas,2015,3017,6,20.547925,"['Action', 'Drama', 'Thriller']",5.905037707848283,"A rescue pilot survived an earthquake, this is what happens next","In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",254128,/qey0tdcOp9kCDdEZuJ87yE3crSe.jpg,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.A rescue pilot survived an earthquake, this is what happens next","['dwaynejohnson', 'alexandradaddario', 'carlagugino']",['bradpeyton'],"['california', 'earthquak', 'catastroph', 'disasterfilm', '3d', 'sanandrea', 'sanandreascalifornia', 'rescueoper']",Action Drama Thriller dwaynejohnson alexandradaddario carlagugino bradpeyton bradpeyton bradpeyton california earthquak catastroph disasterfilm 3d sanandrea sanandreascalifornia rescueoper
883,Quantum of Solace,2008,3015,6,13.67812,"['Adventure', 'Action', 'Thriller', 'Crime']",5.904982641282814,"For love, for hate, for justice, for revenge.","Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",10764,/6mlNx0Jiqhg3D7NlANT9pidsgPJ.jpg,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.For love, for hate, for justice, for revenge.","['danielcraig', 'olgakurylenko', 'mathieuamalric']",['marcforster'],"['kill', 'undercov', 'secretag', 'britishsecretservic']",Adventure Action Thriller Crime danielcraig olgakurylenko mathieuamalric marcforster marcforster marcforster kill undercov secretag britishsecretservic
884,Olympus Has Fallen,2013,3010,6,10.978188,"['Action', 'Thriller']",5.904844695059357,When our flag falls our nation will rise.,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",117263,/l542hLtKhsmOWEBFoC7Aajk0nKt.jpg,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.When our flag falls our nation will rise.","['gerardbutler', 'aaroneckhart', 'angelabassett']",['antoinefuqua'],"['whitehous', 'secretservic', 'terroristattack']",Action Thriller gerardbutler aaroneckhart angelabassett antoinefuqua antoinefuqua antoinefuqua whitehous secretservic terroristattack
885,The Hangover Part III,2013,2991,6,25.085639,['Comedy'],5.904316826214432,It all ends.,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",109439,/vtxuPWkdllLNLVyGjKYa267ntuH.jpg,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.It all ends.","['bradleycooper', 'edhelms', 'zachgalifianakis']",['toddphillips'],"['sequel', 'hangov']",Comedy bradleycooper edhelms zachgalifianakis toddphillips toddphillips toddphillips sequel hangov
886,The Jungle Book,2016,2977,6,17.432758,"['Family', 'Adventure', 'Drama', 'Fantasy']",5.903924107236713,,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",278927,/vOipe2myi26UDwP978hsYOrnUWC.jpg,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.","['neelsethi', 'billmurray', 'benkingsley']",['jonfavreau'],"['basedonnovel', 'snake', 'wolf', 'eleph', 'tiger', 'feralchild', 'panther', 'remak', 'bear', 'jungl', 'talkinganim', 'orphan', 'anim', 'talkingtoanim']",Family Adventure Drama Fantasy neelsethi billmurray benkingsley jonfavreau jonfavreau jonfavreau basedonnovel snake wolf eleph tiger feralchild panther remak bear jungl talkinganim orphan anim talkingtoanim
887,The Expendables,2010,2977,6,14.75562,"['Thriller', 'Adventure', 'Action']",5.903924107236713,Choose Your Weapon.,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",27578,/y2qJoYxOhzyidsA60Mqn29H38Lk.jpg,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.Choose Your Weapon.","['sylvesterstallone', 'jasonstatham', 'dolphlundgren']",['sylvesterstallone'],"['tattoo', 'martialart', 'sniper', 'island', 'mercenari', 'bridg', 'rescu', 'escap', 'church', 'drug', 'blade', 'ensemblecast', 'duringcreditssting']",Thriller Adventure Action sylvesterstallone jasonstatham dolphlundgren sylvesterstallone sylvesterstallone sylvesterstallone tattoo martialart sniper island mercenari bridg rescu escap church drug blade ensemblecast duringcreditssting
888,Night at the Museum,2006,2949,6,16.661966,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",5.903128918056289,Where History Comes To Life,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits. Larry tries desperately to keep the museum under control, but he's fighting a losing battle until President Teddy Roosevelt comes to the rescue.",1593,/NUbCSwy2EQ9Z6psUjPqr3WdVI2.jpg,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits. Larry tries desperately to keep the museum under control, but he's fighting a losing battle until President Teddy Roosevelt comes to the rescue.Where History Comes To Life","['benstiller', 'jakecherry', 'carlagugino']",['shawnlevy'],"['museum', 'skeleton', 'nightshift', 'chao', 'genghiskhan', 'mayacivil', 'naturalhistori', 'theodoreroosevelt', 'dinosaur', ""basedonchildren'sbook"", 'magicalobject', 'securityguard', 'duringcreditssting', 'inanimateobjectscomingtolif']",Action Adventure Comedy Family Fantasy benstiller jakecherry carlagugino shawnlevy shawnlevy shawnlevy museum skeleton nightshift chao genghiskhan mayacivil naturalhistori theodoreroosevelt dinosaur basedonchildren'sbook magicalobject securityguard duringcreditssting inanimateobjectscomingtolif
889,The Expendables 2,2012,2940,6,14.881566,"['Action', 'Adventure', 'Thriller']",5.902870518608307,Back for War.,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",76163,/dJPnTe1qOcO7XqsJvESFph83m6m.jpg,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.Back for War.","['sylvesterstallone', 'jasonstatham', 'dolphlundgren']",['simonwest'],"['airplan', 'numberintitl', 'airplanecrash', 'violenc', 'beard', 'ensemblecast', 'lossoffriend', 'wisecrackhumor', 'airportloung', 'asianwoman']",Action Adventure Thriller sylvesterstallone jasonstatham dolphlundgren simonwest simonwest simonwest airplan numberintitl airplanecrash violenc beard ensemblecast lossoffriend wisecrackhumor airportloung asianwoman
890,John Wick: Chapter 2,2017,2924,6,49.247505,"['Thriller', 'Action', 'Crime']",5.902407721794051,Never stab the devil in the back,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",324552,/zkXnKIwX5pYorKJp2fjFSfNyKT0.jpg,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.Never stab the devil in the back","['keanureeves', 'common', 'laurencefishburne']",['chadstahelski'],"['itali', 'gun', 'roof', 'parti', 'sequel', 'handshak']",Thriller Action Crime keanureeves common laurencefishburne chadstahelski chadstahelski chadstahelski itali gun roof parti sequel handshak
